DATE,NUGLCBW027NBOG
2018-05-30,-21.4039
2018-06-06,-27.5569
2018-06-13,-28.1746
2018-06-20,-25.1181
2018-06-27,-22.0278
2018-07-04,-22.8308
2018-07-11,-22.3097
2018-07-18,-22.4033
2018-07-25,-24.5199
2018-08-01,-27.0548
2018-08-08,-25.6392
2018-08-15,-21.6857
2018-08-22,-20.7844
2018-08-29,-23.2109
2018-09-05,-24.4077
2018-09-12,-27.0744
2018-09-19,-31.6818
2018-09-26,-30.9595
2018-10-03,-33.5503
2018-10-10,-36.8399
2018-10-17,-35.4205
2018-10-24,-33.8652
2018-10-31,-36.1237
2018-11-07,-37.6375
2018-11-14,-34.5613
2018-11-21,-31.402
2018-11-28,-29.4667
2018-12-05,-27.9118
2018-12-12,-26.1193
2018-12-19,-21.3075
2018-12-26,-22.3071
2019-01-02,-19.5154
2019-01-09,-21.0676
2019-01-16,-18.7676
2019-01-23,-20.4787
2019-01-30,-16.9941
2019-02-06,-16.5858
2019-02-13,-16.6842
2019-02-20,-14.6728
2019-02-27,-15.3747
2019-03-06,-15.2302
2019-03-13,-11.748
2019-03-20,-9.2333
2019-03-27,-2.9202
2019-04-03,-7.6813
2019-04-10,-6.4555
2019-04-17,-9.7257
2019-04-24,-7.4163
2019-05-01,-6.2727
2019-05-08,-5.1981
2019-05-15,-1.6637
2019-05-22,-3.2054
2019-05-29,0.904
2019-06-05,4.1354
2019-06-12,4.1603
2019-06-19,7.1247
2019-06-26,5.964
2019-07-03,8.9357
2019-07-10,6.9404
2019-07-17,7.0506
2019-07-24,8.3167
2019-07-31,8.559
2019-08-07,16.8343
2019-08-14,16.717
2019-08-21,17.3164
2019-08-28,20.1963
2019-09-04,19.634
2019-09-11,11.1159
2019-09-18,8.3512
2019-09-25,10.0169
2019-10-02,16.4417
2019-10-09,17.0886
2019-10-16,12.4858
2019-10-23,11.1124
2019-10-30,10.4788
2019-11-06,11.7702
2019-11-13,10.0624
2019-11-20,12.9877
2019-11-27,12.0159
2019-12-04,12.2116
2019-12-11,11.5835
2019-12-18,8.2446
2019-12-25,8.2543
2020-01-01,11.885
2020-01-08,13.6648
2020-01-15,17.0794
2020-01-22,17.8105
2020-01-29,23.0007
2020-02-05,20.2643
2020-02-12,21.202
2020-02-19,22.5617
2020-02-26,31.0612
2020-03-04,41.5124
2020-03-11,37.0146
2020-03-18,12.3824
2020-03-25,26.3826
2020-04-01,38.8705
2020-04-08,34.8469
2020-04-15,39.4177
2020-04-22,40.2373
2020-04-29,40.245
2020-05-06,41.5869
2020-05-13,43.0525
2020-05-20,44.4876
2020-05-27,44.3338
2020-06-03,45.126
2020-06-10,46.595
2020-06-17,44.7345
2020-06-24,44.3597
2020-07-01,46.5832
2020-07-08,46.8134
2020-07-15,46.9793
2020-07-22,47.8721
2020-07-29,48.3712
2020-08-05,50.3839
2020-08-12,46.4434
2020-08-19,46.772
2020-08-26,44.8385
2020-09-02,49.6177
2020-09-09,48.26
2020-09-16,47.2167
2020-09-23,45.8055
2020-09-30,47.5765
2020-10-07,43.7847
2020-10-14,44.3535
2020-10-21,42.0026
2020-10-28,42.7643
2020-11-04,45.1135
2020-11-11,38.7981
2020-11-18,42.3239
2020-11-25,43.4195
2020-12-02,42.5504
2020-12-09,42.0594
2020-12-16,43.963
2020-12-23,42.9226
2020-12-30,43.7225
2021-01-06,42.9561
2021-01-13,40.2911
2021-01-20,41.4287
2021-01-27,43.733
2021-02-03,42.8876
2021-02-10,42.9895
2021-02-17,35.8187
2021-02-24,30.1987
2021-03-03,28.3226
2021-03-10,25.9939
2021-03-17,22.1671
2021-03-24,22.1345
2021-03-31,16.1943
2021-04-07,20.7062
2021-04-14,22.7364
2021-04-21,26.1757
2021-04-28,22.8029
2021-05-05,25.6286
2021-05-12,19.3974
2021-05-19,19.6273
2021-05-26,24.8859
2021-06-02,24.1342
2021-06-09,27.6015
2021-06-16,21.2859
2021-06-23,22.355
2021-06-30,24.4926
2021-07-07,27.1909
2021-07-14,26.1455
2021-07-21,28.023
2021-07-28,28.9033
2021-08-04,32.7519
2021-08-11,26.1878
2021-08-18,27.9847
2021-08-25,26.1955
2021-09-01,28.8023
2021-09-08,26.8604
2021-09-15,27.8089
2021-09-22,25.2028
2021-09-29,17.3026
2021-10-06,18.1177
2021-10-13,14.6065
2021-10-20,11.5546
2021-10-27,12.4382
2021-11-03,10.2147
2021-11-10,10.4226
2021-11-17,7.6046
2021-11-24,2.0273
2021-12-01,10.4873
2021-12-08,4.7952
2021-12-15,5.2757
2021-12-22,6.0188
2021-12-29,3.0857
2022-01-05,-4.2192
2022-01-12,-9.5477
2022-01-19,-16.7541
2022-01-26,-18.0436
2022-02-02,-15.3706
2022-02-09,-26.6135
2022-02-16,-35.8707
2022-02-23,-33.7736
2022-03-02,-28.4902
2022-03-09,-34.7451
2022-03-16,-51.2463
2022-03-23,-57.2421
2022-03-30,-62.8022
